year month day AAPL GOOGL MSFT PG XOM
2007  01  22 11.85 240.66 25.81 52.74 61.21
2007  01  23 11.7 239.76 25.83 52.67 62.54
2007  01  24 11.84 249.78 26.12 52.57 62.89
2007  01  25 11.78 244.29 25.59 52.1 61.73
2007  01  26 11.66 248.17 25.71 52.05 61.8
2007  01  29 11.73 246.48 25.65 52.06 61.46
2007  01  30 11.68 247.41 25.61 51.83 62.46
2007  01  31 11.71 251.0 25.93 52.06 62.22
2007  02  01 11.57 241.12 25.68 52.43 63.04
2007  02  02 11.57 240.99 25.37 52.43 63.43
2007  02  05 11.46 233.81 24.88 52.28 63.53
2007  02  06 11.49 235.98 24.8 51.83 63.36
2007  02  07 11.76 235.24 24.68 51.74 63.06
2007  02  08 11.77 235.75 24.59 51.83 63.63
2007  02  09 11.37 231.18 24.35 51.7 63.43
2007  02  12 11.59 229.37 24.32 51.49 62.9
2007  02  13 11.57 229.78 24.46 51.93 63.62
2007  02  14 11.65 233.2 24.79 52.06 63.75
2007  02  15 11.64 230.97 24.84 52.15 63.53
2007  02  16 11.58 235.21 24.23 52.22 63.48
2007  02  20 11.73 236.29 24.31 52.06 63.13
2007  02  21 12.18 238.17 24.75 51.91 63.05
2007  02  22 12.22 238.16 24.78 51.93 63.31
2007  02  23 12.16 235.55 24.37 52.02 63.43
2007  02  26 12.09 232.7 24.51 51.71 63.58
2007  02  27 11.46 224.61 23.5 49.15 60.57
2007  02  28 11.55 224.95 23.75 50.95 60.44
2007  03  01 11.89 224.34 23.69 51.1 59.86
2007  03  02 11.66 219.56 23.41 50.68 59.03
2007  03  05 11.79 220.7 23.23 50.39 59.01
2007  03  06 12.04 229.0 23.47 50.51 59.87
2007  03  07 11.98 228.05 23.28 49.82 60.41
2007  03  08 12.02 227.59 23.04 50.0 60.58
2007  03  09 12.01 226.71 23.01 49.88 59.97
2007  03  12 12.27 227.6 23.14 49.83 59.76
2007  03  13 12.07 221.74 22.53 49.09 58.95
2007  03  14 12.29 224.22 23.1 49.24 59.88
2007  03  15 12.23 223.32 23.0 49.68 59.61
2007  03  16 12.23 220.65 23.05 49.44 58.91
2007  03  19 12.44 223.84 23.47 49.74 59.95
2007  03  20 12.49 222.86 23.48 49.98 60.71
2007  03  21 12.82 228.5 24.05 50.52 61.75
2007  03  22 12.83 231.25 23.84 51.24 62.7
2007  03  23 12.77 231.15 23.63 51.2 63.26
2007  03  26 13.09 232.73 23.8 51.28 63.64
2007  03  27 13.03 232.04 23.37 50.77 63.84
2007  03  28 12.73 231.17 23.31 50.56 63.71
2007  03  29 12.8 230.69 23.4 50.76 64.29
2007  03  30 12.69 229.31 23.5 50.68 63.62
2007  04  02 12.79 229.49 23.39 50.57 64.22
2007  04  03 12.9 236.54 23.5 50.48 64.76
2007  04  04 12.87 235.75 24.03 50.6 65.02
2007  04  05 12.93 235.99 24.07 50.56 65.11
2007  04  09 12.79 234.34 24.09 50.76 64.76
2007  04  10 12.87 233.48 23.95 50.72 65.41
2007  04  11 12.64 232.5 23.7 50.59 64.73
2007  04  12 12.59 233.93 24.07 50.97 65.26
2007  04  13 12.32 233.38 24.12 50.86 65.27
2007  04  16 12.48 237.37 24.23 51.14 65.91
2007  04  17 12.34 236.64 24.33 51.28 66.11
2007  04  18 12.34 238.24 24.12 51.17 65.94
2007  04  19 12.33 236.06 24.19 51.05 65.31
2007  04  20 12.42 241.48 24.47 51.2 67.25
2007  04  23 12.77 239.78 24.27 51.06 66.78
2007  04  24 12.73 239.0 24.28 51.14 66.28
2007  04  25 13.02 239.23 24.44 51.26 67.39
2007  04  26 13.5 240.83 24.54 50.83 67.92
2007  04  27 13.64 239.74 25.4 50.82 67.76
2007  04  30 13.63 235.93 25.25 51.96 66.93
2007  05  01 13.58 234.73 25.63 50.8 67.17
2007  05  02 13.71 233.12 25.81 50.33 67.3
2007  05  03 13.71 236.85 26.11 50.03 68.03
2007  05  04 13.77 235.8 25.77 50.36 67.92
2007  05  07 14.19 233.87 25.9 50.17 68.16
2007  05  08 14.35 233.64 25.93 49.83 68.62
2007  05  09 14.59 234.86 25.95 50.04 68.65
2007  05  10 14.66 230.97 25.79 49.62 67.23
2007  05  11 14.85 233.6 26.05 49.75 68.79
2007  05  14 14.93 231.12 26.11 49.8 68.81
2007  05  15 14.68 229.23 26.14 50.08 68.7
2007  05  16 14.66 236.54 26.28 51.09 68.98
2007  05  17 14.94 235.72 26.21 51.13 69.27
2007  05  18 15.02 235.4 26.08 51.22 70.51
2007  05  21 15.29 235.54 26.27 51.05 70.79
2007  05  22 15.5 238.17 25.96 50.84 70.09
2007  05  23 15.41 237.22 25.87 50.92 70.28
2007  05  24 15.11 237.4 25.52 50.73 69.68
2007  05  25 15.51 242.0 25.78 50.8 70.72
2007  05  29 15.61 243.8 26.05 51.36 69.97
2007  05  30 16.22 249.55 26.32 51.52 71.13
2007  05  31 16.55 249.2 25.96 51.28 70.43
2007  06  01 16.17 250.45 25.88 51.22 71.32
2007  06  04 16.57 253.79 25.99 50.99 71.32
2007  06  05 16.75 259.68 25.87 51.21 71.35
2007  06  06 16.88 259.38 25.62 50.99 70.81
2007  06  07 16.94 257.79 25.06 50.29 69.41
2007  06  08 17.0 258.0 25.42 50.89 70.02
2007  06  11 16.41 255.93 25.4 50.88 70.34
2007  06  12 16.44 252.64 25.25 50.16 69.44
2007  06  13 16.04 252.87 25.71 50.33 70.58
2007  06  14 16.21 251.67 25.82 50.37 71.79
2007  06  15 16.45 253.2 25.79 50.49 72.78
2007  06  18 17.08 257.86 25.81 49.84 73.13
2007  06  19 16.89 257.41 25.77 49.88 72.69
2007  06  20 16.6 255.24 25.39 49.98 70.14
2007  06  21 16.92 257.31 25.56 49.93 71.39
2007  06  22 16.8 262.75 24.95 49.25 69.88
2007  06  25 16.7 263.97 24.95 49.29 69.75
2007  06  26 16.34 265.4 24.97 49.37 69.29
2007  06  27 16.64 263.41 25.27 49.57 70.69
2007  06  28 16.46 262.77 25.23 49.51 70.8
2007  06  29 16.66 261.61 24.93 49.37 71.03
2007  07  02 16.56 265.46 25.16 49.82 71.83
2007  07  03 17.36 267.44 25.4 49.86 72.29
2007  07  05 18.13 271.09 25.37 49.76 72.12
2007  07  06 18.06 269.97 25.35 49.61 73.22
2007  07  09 17.8 271.55 25.27 49.64 74.05
2007  07  10 18.07 271.94 24.81 49.25 73.25
2007  07  11 18.08 272.51 24.95 49.67 73.92
2007  07  12 18.31 272.94 25.44 50.78 75.89
2007  07  13 18.81 276.36 25.23 50.56 76.5
2007  07  16 18.86 276.77 25.4 50.96 75.96
2007  07  17 18.97 277.78 26.04 50.58 75.45
2007  07  18 18.86 275.03 26.16 50.79 77.19
2007  07  19 19.12 274.57 26.66 50.95 78.15
2007  07  20 19.63 260.32 26.36 50.43 77.86
2007  07  23 19.62 256.51 26.39 51.4 79.13
2007  07  24 18.42 257.26 26.06 51.09 76.93
2007  07  25 18.74 255.14 25.98 51.1 78.58
2007  07  26 19.94 254.25 25.36 50.76 74.72
2007  07  27 19.64 256.2 24.86 50.97 72.48
2007  07  30 19.31 258.31 24.87 51.34 72.84
2007  07  31 17.99 255.26 24.52 50.2 72.09
2007  08  01 18.43 256.73 24.79 51.25 72.69
2007  08  02 18.64 255.76 24.97 51.36 72.13
2007  08  03 18.0 251.75 24.5 51.02 69.51
2007  08  06 18.47 255.26 24.99 52.74 70.75
2007  08  07 18.44 258.27 25.0 52.93 72.57
2007  08  08 18.3 263.15 25.38 52.87 74.44
2007  08  09 17.26 257.62 24.79 52.72 71.08
2007  08  10 17.07 258.13 24.29 53.06 71.85
2007  08  13 17.45 258.01 24.22 52.16 70.5
2007  08  14 16.94 254.55 24.0 51.7 70.68
2007  08  15 16.37 249.02 23.85 51.51 69.45
2007  08  16 15.98 246.01 23.61 51.96 68.59
2007  08  17 16.67 250.27 23.98 53.03 71.54
2007  08  20 16.69 249.21 23.99 52.75 71.87
2007  08  21 17.42 253.56 23.83 52.31 70.7
2007  08  22 18.09 256.63 23.96 52.53 71.06
2007  08  23 17.9 256.35 24.02 52.78 71.21
2007  08  24 18.47 257.76 24.46 53.5 72.86
2007  08  27 18.06 256.89 24.19 52.93 72.37
2007  08  28 17.32 253.45 23.71 52.5 70.57
2007  08  29 18.31 256.7 24.27 52.84 72.46
2007  08  30 18.6 255.96 24.15 52.75 72.61
2007  08  31 18.91 257.88 24.39 52.99 72.89
2007  09  04 19.68 262.84 24.46 53.11 74.17
2007  09  05 18.67 264.16 24.18 53.12 74.16
2007  09  06 18.43 262.02 24.54 53.64 74.39
2007  09  07 17.99 259.93 24.14 53.12 72.91
2007  09  10 18.67 257.5 24.18 53.47 72.15
2007  09  11 18.5 260.93 24.56 54.36 73.92
2007  09  12 18.69 261.59 24.56 54.62 74.52
2007  09  13 18.73 262.65 24.75 54.74 75.35
2007  09  14 18.95 264.64 24.65 55.02 75.39
2007  09  17 18.9 262.91 24.39 55.14 75.89
2007  09  18 19.24 267.9 24.56 55.73 78.02
2007  09  19 19.22 273.7 24.34 55.82 78.32
2007  09  20 19.16 276.69 24.13 55.97 78.3
2007  09  21 19.68 280.33 24.32 56.31 78.48
2007  09  24 20.25 284.29 24.69 56.64 77.99
2007  09  25 20.92 284.78 25.09 56.68 78.19
2007  09  26 20.86 284.36 25.04 57.21 78.54
2007  09  27 21.1 284.03 25.03 56.88 79.05
2007  09  28 20.96 283.92 25.01 57.08 78.7
2007  10  01 21.35 291.57 25.27 57.54 79.88
2007  10  02 21.64 292.49 25.21 57.39 78.42
2007  10  03 21.56 292.3 25.0 57.13 77.65
2007  10  04 21.33 289.8 25.22 57.47 77.3
2007  10  05 22.05 297.32 25.33 57.47 77.68
2007  10  08 22.93 305.12 25.33 57.38 77.1
2007  10  09 22.92 307.9 25.55 57.68 78.79
2007  10  10 22.77 313.01 25.66 57.94 79.18
2007  10  11 22.15 311.31 25.39 58.24 78.78
2007  10  12 22.84 319.01 25.61 58.18 79.48
2007  10  15 22.8 310.37 25.5 57.61 80.62
2007  10  16 23.16 308.31 25.74 57.47 80.55
2007  10  17 23.59 317.06 26.38 57.56 80.6
2007  10  18 23.69 320.13 26.45 57.82 80.81
2007  10  19 23.27 322.68 25.61 57.74 78.34
2007  10  22 23.81 325.7 25.9 57.95 77.29
2007  10  23 25.42 338.22 26.23 58.11 77.67
2007  10  24 25.39 338.25 26.53 58.21 78.33
2007  10  25 24.96 334.59 27.16 58.18 77.86
2007  10  26 25.22 337.64 29.74 58.51 78.4
2007  10  29 25.27 339.95 29.35 58.57 79.59
2007  10  30 25.53 347.73 30.2 56.23 77.49
2007  10  31 25.94 353.85 31.25 56.69 78.21
2007  11  01 25.59 351.96 31.46 55.93 75.24
2007  11  02 25.65 355.98 31.46 56.72 74.76
2007  11  05 25.42 363.19 31.18 57.23 74.53
2007  11  06 26.19 371.27 30.91 57.47 76.84
2007  11  07 25.44 366.84 30.15 56.61 74.43
2007  11  08 23.96 347.27 29.49 57.77 76.32
2007  11  09 22.58 332.32 28.63 57.43 74.13
2007  11  12 21.0 316.35 28.34 57.71 72.16
2007  11  13 23.21 330.61 29.35 58.36 74.15
2007  11  14 22.68 321.16 28.9 58.34 73.67
2007  11  15 22.43 315.14 28.75 58.57 72.11
2007  11  16 22.72 317.13 29.04 59.68 72.64
2007  11  19 22.39 313.24 28.92 59.38 71.79
2007  11  20 23.06 324.59 29.45 59.7 74.96
2007  11  21 23.0 330.59 29.15 58.93 74.29
2007  11  23 23.42 338.69 29.05 59.41 75.36
2007  11  26 23.56 333.33 28.08 58.87 73.13
2007  11  27 23.87 337.12 28.16 59.64 73.73
2007  11  28 24.61 346.48 28.7 60.27 75.04
2007  11  29 25.16 348.85 28.61 60.47 75.61
2007  11  30 24.88 346.85 28.62 60.34 76.1
2007  12  03 24.42 341.11 28.04 59.95 75.84
2007  12  04 24.55 342.42 27.91 59.77 75.21
2007  12  05 25.33 349.6 29.09 60.19 76.75
2007  12  06 25.94 357.99 29.43 60.49 78.05
2007  12  07 26.53 357.79 29.41 60.44 78.1
2007  12  10 26.52 359.57 29.61 60.61 78.55
2007  12  11 25.74 349.95 29.04 60.21 77.06
2007  12  12 26.06 350.03 29.36 60.89 78.46
2007  12  13 26.19 347.37 30.0 60.67 79.14
2007  12  14 26.0 345.33 30.07 60.26 77.82
2007  12  17 25.18 334.95 29.29 59.72 76.72
2007  12  18 24.99 337.01 29.59 59.4 78.03
2007  12  19 25.0 339.02 29.63 59.51 78.04
2007  12  20 25.56 345.19 30.25 59.68 78.64
2007  12  21 26.48 348.69 30.71 60.41 79.75
2007  12  24 27.15 350.72 31.16 60.3 79.94
2007  12  26 27.17 355.78 31.18 60.38 80.92
2007  12  27 27.11 350.72 30.64 60.25 79.95
2007  12  28 27.29 351.62 30.76 60.55 81.09
2007  12  31 27.05 346.09 30.32 59.87 79.97
2008  01  02 26.6 342.94 30.0 58.97 79.81
2008  01  03 26.62 343.01 30.13 58.97 80.09
2008  01  04 24.58 328.83 29.28 58.73 78.59
2008  01  07 24.26 324.95 29.48 59.11 77.86
2008  01  08 23.38 316.16 28.49 59.27 76.86
2008  01  09 24.5 326.93 29.33 59.15 78.15
2008  01  10 24.31 323.69 29.24 59.11 78.23
2008  01  11 23.58 319.44 28.88 57.23 77.07
2008  01  14 24.41 327.24 29.29 57.32 77.53
2008  01  15 23.08 319.14 28.96 56.84 75.98
2008  01  16 21.8 308.28 28.3 56.42 73.86
2008  01  17 21.97 300.7 28.2 55.79 71.62
2008  01  18 22.03 300.43 28.12 55.03 72.62
2008  01  22 21.25 292.47 27.22 53.38 70.37
2008  01  23 18.99 274.58 27.2 54.29 71.23
2008  01  24 18.52 287.53 28.32 54.22 73.4
2008  01  25 17.75 283.48 28.06 53.53 71.65
2008  01  28 17.75 278.27 27.87 53.51 72.66
2008  01  29 17.96 275.54 27.77 53.01 72.62
2008  01  30 18.05 274.41 27.43 53.35 72.79
2008  01  31 18.48 282.43 27.77 53.62 73.15
2008  02  01 18.26 258.21 25.93 54.13 73.36
2008  02  04 17.98 247.96 25.71 54.22 72.93
2008  02  05 17.66 253.65 24.76 53.31 70.08
2008  02  06 16.66 251.11 24.29 53.53 69.51
2008  02  07 16.55 252.73 23.95 53.9 70.2
2008  02  08 17.13 258.6 24.33 53.29 70.04
2008  02  11 17.68 260.84 24.03 54.09 71.34
2008  02  12 17.05 259.3 24.14 55.04 72.33
2008  02  13 17.67 267.58 24.67 54.91 73.28
2008  02  14 17.4 266.39 24.27 54.61 73.33
2008  02  15 17.02 265.09 24.21 54.34 73.18
2008  02  19 16.68 254.73 24.09 54.35 74.59
2008  02  20 16.91 254.75 24.13 54.23 75.52
2008  02  21 16.6 251.68 24.03 54.06 74.51
2008  02  22 16.31 254.15 23.67 54.26 74.72
2008  02  25 16.35 243.46 23.8 54.65 76.4
2008  02  26 16.27 232.33 24.27 55.47 77.06
2008  02  27 16.79 236.67 24.16 55.08 76.63
2008  02  28 17.74 237.93 23.88 54.89 76.62
2008  02  29 17.07 235.83 23.26 54.24 74.59
2008  03  03 16.62 228.74 23.08 54.38 75.22
2008  03  04 17.02 222.52 23.59 54.13 74.31
2008  03  05 17.0 224.07 24.04 54.67 74.74
2008  03  06 16.51 216.57 23.57 54.51 72.44
2008  03  07 16.69 216.89 23.83 53.93 70.71
2008  03  10 16.34 207.02 23.98 53.9 70.69
2008  03  11 17.39 220.14 25.04 54.63 74.3
2008  03  12 17.21 220.31 24.48 54.94 73.69
2008  03  13 17.47 221.73 24.47 55.21 74.62
2008  03  14 17.29 219.18 23.91 54.7 73.64
2008  03  17 17.3 210.15 24.2 54.95 73.54
2008  03  18 18.14 219.8 25.15 56.17 75.84
2008  03  19 17.71 216.22 24.47 55.58 72.37
2008  03  20 18.2 216.99 24.95 56.85 72.86
2008  03  24 19.05 230.51 24.94 57.35 73.68
2008  03  25 19.25 225.62 24.92 56.99 73.03
2008  03  26 19.81 229.32 24.42 57.08 73.94
2008  03  27 19.15 222.26 23.98 56.89 73.89
2008  03  28 19.53 219.26 23.86 56.91 73.05
2008  03  31 19.59 220.46 24.27 57.43 72.5
2008  04  01 20.42 233.09 25.22 58.31 74.59
2008  04  02 20.14 233.08 24.93 57.76 75.88
2008  04  03 20.7 227.79 24.8 57.76 75.63
2008  04  04 20.9 235.78 24.93 57.86 76.07
2008  04  07 21.29 238.65 24.93 57.79 76.22
2008  04  08 20.87 234.14 24.58 57.9 76.82
2008  04  09 20.68 232.33 24.7 57.54 76.89
2008  04  10 21.1 234.77 24.89 57.52 76.76
2008  04  11 20.09 228.95 24.18 57.37 75.97
2008  04  14 20.18 226.06 23.99 57.47 76.89
2008  04  15 20.26 223.64 24.15 57.56 77.84
2008  04  16 20.99 227.74 24.75 57.1 79.63
2008  04  17 21.09 224.99 24.98 55.69 80.05
2008  04  18 21.99 269.97 25.65 55.37 80.58
2008  04  21 22.96 269.16 26.01 55.89 80.8
2008  04  22 21.87 277.78 25.86 55.61 80.91
2008  04  23 22.24 273.52 26.89 55.37 80.77
2008  04  24 23.07 271.79 27.19 55.09 79.38
2008  04  25 23.18 272.3 25.51 54.86 79.26
2008  04  28 23.52 276.34 24.79 54.58 79.25
2008  04  29 23.9 279.51 24.49 54.32 78.68
2008  04  30 23.75 287.43 24.39 55.27 79.78
2008  05  01 24.58 296.84 25.14 55.25 76.89
2008  05  02 24.71 290.94 25.0 55.06 76.82
2008  05  05 25.22 297.75 24.86 54.94 76.73
2008  05  06 25.49 293.47 25.39 54.94 77.21
2008  05  07 24.93 289.79 24.98 54.24 76.14
2008  05  08 25.27 291.8 25.03 54.34 77.09
2008  05  09 25.05 286.89 25.13 53.75 76.48
2008  05  12 25.69 292.76 25.64 53.87 76.8
2008  05  13 25.94 291.79 25.56 54.18 77.22
2008  05  14 25.43 288.44 25.69 53.99 77.42
2008  05  15 25.91 290.79 26.13 54.7 78.61
2008  05  16 25.62 290.33 25.74 55.02 79.79
2008  05  19 25.07 289.05 25.28 55.11 81.25
2008  05  20 25.38 289.59 24.68 54.29 81.42
2008  05  21 24.33 275.27 24.24 53.72 80.65
2008  05  22 24.18 275.01 24.43 54.09 79.66
2008  05  23 24.74 272.58 24.07 53.8 78.1
2008  05  27 25.46 280.73 24.41 53.64 77.32
2008  05  28 25.54 284.4 24.18 53.47 77.86
2008  05  29 25.49 291.79 24.29 53.97 76.93
2008  05  30 25.77 293.19 24.3 54.44 76.43
2008  06  02 25.41 287.79 23.86 53.87 75.61
2008  06  03 25.31 283.93 23.44 53.92 73.8
2008  06  04 25.29 286.4 23.63 54.77 73.83
2008  06  05 25.87 293.44 24.29 54.95 76.9
2008  06  06 25.35 283.78 23.59 53.88 74.73
2008  06  09 24.8 279.21 23.78 54.46 76.69
2008  06  10 25.35 277.36 23.93 54.95 75.68
2008  06  11 24.69 272.87 23.27 54.57 76.3
2008  06  12 23.66 276.75 24.23 54.78 74.96
2008  06  13 23.54 286.04 24.95 54.77 76.08
2008  06  16 24.15 286.69 24.83 54.32 75.76
2008  06  17 24.77 285.02 24.72 54.24 76.31
2008  06  18 24.41 281.47 24.42 53.58 75.63
2008  06  19 24.7 280.38 24.83 53.5 73.87
2008  06  20 23.93 273.49 24.23 52.06 73.11
2008  06  23 23.64 272.88 24.0 51.87 75.51
2008  06  24 23.66 271.42 23.8 51.81 74.84
2008  06  25 24.22 275.78 24.33 52.33 75.43
2008  06  26 22.98 264.67 23.81 51.31 74.4
2008  06  27 23.22 264.3 23.71 49.86 74.52
2008  06  30 22.86 263.47 23.61 50.12 75.88
2008  07  01 23.85 267.63 23.06 51.09 76.07
2008  07  02 22.96 263.78 22.21 51.67 75.26
2008  07  03 23.23 268.77 22.3 52.48 76.0
2008  07  07 23.92 272.23 22.34 51.86 74.87
2008  07  08 24.52 277.54 22.18 52.47 74.0
2008  07  09 23.79 271.05 21.65 52.59 72.59
2008  07  10 24.12 270.56 21.84 52.94 74.1
2008  07  11 23.56 267.17 21.67 52.3 73.6
2008  07  14 23.74 261.07 21.58 52.7 73.55
2008  07  15 23.16 258.3 22.44 53.04 70.77
2008  07  16 23.6 268.07 23.39 52.99 69.58
2008  07  17 23.46 266.99 23.62 52.99 69.17
2008  07  18 22.55 240.9 22.19 52.81 70.21
2008  07  21 22.71 234.63 22.0 52.79 71.45
2008  07  22 22.12 238.79 22.14 53.17 71.35
2008  07  23 22.7 244.85 22.68 53.66 69.74
2008  07  24 21.71 238.05 21.83 53.51 69.57
2008  07  25 22.14 246.24 22.45 53.47 70.35
2008  07  28 21.08 238.8 21.88 52.94 69.47
2008  07  29 21.45 241.8 22.41 54.36 69.66
2008  07  30 21.83 241.59 22.51 55.22 72.65
2008  07  31 21.7 237.11 22.07 54.31 69.25
2008  08  01 21.39 234.16 21.83 53.87 68.64
2008  08  04 20.92 231.73 21.69 54.59 65.96
2008  08  05 21.93 240.17 22.49 56.38 67.46
2008  08  06 22.42 243.41 23.19 56.21 67.45
2008  08  07 22.33 239.8 23.51 55.97 66.68
2008  08  08 23.15 247.75 24.14 57.75 67.78
2008  08  11 23.7 250.67 23.94 57.59 67.64
2008  08  12 24.13 251.56 24.13 58.34 66.54
2008  08  13 24.48 250.27 23.95 57.73 67.65
2008  08  14 24.49 253.0 23.95 57.82 67.03
2008  08  15 24.0 255.33 23.87 59.39 66.7
2008  08  18 23.95 249.4 23.76 59.11 66.23
2008  08  19 23.69 245.5 23.54 58.66 67.46
2008  08  20 24.01 242.74 23.51 58.31 68.21
2008  08  21 23.8 243.51 23.42 57.98 69.54
2008  08  22 24.14 245.54 23.99 59.4 69.5
2008  08  25 23.56 241.75 23.83 58.17 68.12
2008  08  26 23.71 237.32 23.5 57.93 69.19
2008  08  27 23.85 234.52 23.75 58.11 69.64
2008  08  28 23.72 237.13 24.07 58.9 70.26
2008  08  29 23.15 231.88 23.51 57.87 69.24
2008  09  02 22.69 232.86 23.35 58.45 66.92
2008  09  03 22.8 232.44 23.18 59.24 67.52
2008  09  04 22.01 225.36 22.7 58.43 65.89
2008  09  05 21.87 222.35 22.1 58.71 65.44
2008  09  08 21.56 210.19 22.5 60.03 66.44
2008  09  09 20.71 209.54 22.49 59.63 63.4
2008  09  10 20.7 207.29 22.78 60.04 65.12
2008  09  11 20.84 217.09 23.56 60.61 65.39
2008  09  12 20.34 219.05 23.8 60.67 67.07
2008  09  15 19.17 217.15 23.11 59.84 63.39
2008  09  16 19.1 221.69 22.39 59.72 66.15
2008  09  17 17.45 207.45 21.17 58.84 65.15
2008  09  18 18.31 219.76 21.76 59.15 67.29
2008  09  19 19.24 224.8 21.68 58.36 68.9
2008  09  22 17.89 215.29 21.88 56.43 68.27
2008  09  23 17.32 214.85 21.92 55.8 67.24
2008  09  24 17.57 217.77 22.16 57.02 67.53
2008  09  25 18.01 220.02 22.93 56.82 69.82
2008  09  26 17.51 215.74 23.61 57.1 69.8
2008  09  29 14.37 190.69 21.55 55.36 64.09
2008  09  30 15.52 200.46 23.0 57.8 67.21
2008  10  01 14.9 206.07 22.82 59.11 68.01
2008  10  02 13.67 195.44 22.62 59.25 67.07
2008  10  03 13.25 193.65 22.68 58.91 67.45
2008  10  06 13.4 185.79 21.46 56.88 66.92
2008  10  07 12.17 173.18 20.01 54.95 65.83
2008  10  08 12.26 169.22 19.83 54.83 66.64
2008  10  09 12.12 164.65 19.21 50.5 58.85
2008  10  10 13.22 166.17 18.52 49.4 53.97
2008  10  13 15.06 190.7 21.97 52.49 63.25
2008  10  14 14.21 181.54 20.76 53.17 62.71
2008  10  15 13.37 169.75 19.52 49.62 53.96
2008  10  16 13.91 176.69 20.84 51.23 60.1
2008  10  17 13.3 186.46 20.62 51.21 58.88
2008  10  20 13.44 189.85 21.3 53.01 64.9
2008  10  21 12.49 181.56 20.13 52.22 61.88
2008  10  22 13.23 178.01 18.55 49.05 55.88
2008  10  23 13.41 176.34 19.23 50.56 60.92
2008  10  24 13.16 169.81 18.92 49.14 59.75
2008  10  27 12.57 164.91 18.25 47.89 57.2
2008  10  28 13.64 184.56 19.9 52.78 64.79
2008  10  29 14.28 179.18 19.82 50.91 64.61
2008  10  30 15.16 180.03 19.5 52.66 64.95
2008  10  31 14.69 179.86 19.24 53.87 64.15
2008  11  03 14.6 173.42 19.49 53.76 64.29
2008  11  04 15.16 183.65 20.27 55.15 67.06
2008  11  05 14.11 171.29 19.02 53.26 63.77
2008  11  06 13.53 165.78 17.99 52.88 60.55
2008  11  07 13.41 165.74 18.52 53.83 64.37
2008  11  10 13.09 159.55 18.35 54.22 64.43
2008  11  11 12.94 155.89 18.27 53.27 63.24
2008  11  12 12.31 145.65 17.49 51.63 60.0
2008  11  13 13.17 156.2 18.31 54.3 65.64
2008  11  14 12.32 155.17 17.28 52.68 64.13
2008  11  17 12.04 150.21 16.65 52.18 63.87
2008  11  18 12.28 148.86 17.02 53.63 66.44
2008  11  19 11.78 140.23 15.87 51.98 63.91
2008  11  20 10.99 129.91 15.21 49.52 59.63
2008  11  21 11.28 131.35 17.07 52.66 65.99
2008  11  24 12.69 128.85 17.95 53.99 68.59
2008  11  25 12.4 141.17 17.34 52.74 67.99
2008  11  26 12.97 146.19 17.77 52.72 70.41
2008  11  28 12.65 146.63 17.54 53.72 69.76
2008  12  01 12.14 133.13 16.14 50.49 64.68
2008  12  02 12.63 137.69 16.61 51.29 67.55
2008  12  03 13.09 139.85 17.24 52.49 68.7
2008  12  04 12.48 137.31 16.58 51.13 66.39
2008  12  05 12.84 142.14 17.24 52.28 66.67
2008  12  08 13.62 151.21 18.22 52.16 69.29
2008  12  09 13.66 153.14 17.87 49.91 68.07
2008  12  10 13.41 154.56 17.88 49.35 69.69
2008  12  11 12.97 150.26 16.87 48.9 69.65
2008  12  12 13.42 158.04 16.79 49.2 70.03
2008  12  15 12.94 155.49 16.52 49.55 69.59
2008  12  16 13.03 162.8 17.44 51.44 72.37
2008  12  17 12.17 157.78 17.05 50.67 70.56
2008  12  18 12.21 155.3 16.74 50.34 67.02
2008  12  19 12.29 155.24 16.59 50.23 65.3
2008  12  22 11.71 148.7 16.64 50.47 65.2
2008  12  23 11.79 149.16 16.72 49.94 65.37
2008  12  24 11.61 151.63 16.63 50.41 65.96
2008  12  26 11.72 150.33 16.59 50.53 67.19
2008  12  29 11.83 148.86 16.45 50.25 67.91
2008  12  30 11.78 151.71 16.78 51.02 68.41
2008  12  31 11.65 153.98 16.86 51.6 69.49
2009  01  02 12.39 160.82 17.63 52.42 71.06
2009  01  05 12.91 164.19 17.8 52.05 71.05
2009  01  06 12.7 167.2 18.01 51.9 69.89
2009  01  07 12.43 161.17 16.92 50.99 68.11
2009  01  08 12.66 162.76 17.45 50.43 68.84
2009  01  09 12.37 157.69 16.93 49.97 67.52
2009  01  12 12.11 156.5 16.89 50.03 66.62
2009  01  13 11.98 157.32 17.19 49.64 67.82
2009  01  14 11.65 150.64 16.56 48.3 65.37
2009  01  15 11.39 149.64 16.69 47.96 66.73
2009  01  16 11.24 149.98 17.1 48.19 67.98
2009  01  20 10.68 141.52 16.03 47.94 66.4
2009  01  21 11.31 151.69 16.81 48.39 68.99
2009  01  22 12.07 153.4 14.84 47.88 68.09
2009  01  23 12.07 162.51 14.92 47.07 67.93
2009  01  26 12.24 162.1 15.29 47.38 68.41
2009  01  27 12.39 165.91 15.32 47.66 68.69
2009  01  28 12.86 174.51 15.65 48.91 68.98
2009  01  29 12.7 171.83 15.26 48.94 67.02
2009  01  30 12.31 169.43 14.83 45.81 66.57
2009  02  02 12.5 170.46 15.47 44.59 66.75
2009  02  03 12.7 170.4 16.05 45.32 68.0
2009  02  04 12.77 171.67 16.16 44.15 67.6
2009  02  05 13.17 177.04 16.52 44.82 69.44
2009  02  06 13.62 185.83 17.05 45.39 70.28
