year month day AAPL GOOGL MSFT PG XOM
2009  02  09 14.0 189.57 16.86 44.5 69.53
2009  02  10 13.36 179.43 16.31 43.25 66.61
2009  02  11 13.22 179.2 16.66 43.0 65.24
2009  02  12 13.55 181.71 16.71 43.11 65.8
2009  02  13 13.54 179.02 16.56 42.95 65.25
2009  02  17 12.91 171.5 15.8 42.12 62.36
2009  02  18 12.89 176.73 15.83 42.83 62.93
2009  02  19 12.38 171.49 15.64 42.98 63.13
2009  02  20 12.45 173.4 15.72 42.24 62.31
2009  02  23 11.87 165.2 15.03 41.1 60.62
2009  02  24 12.32 172.9 15.0 41.84 63.06
2009  02  25 12.45 170.99 14.81 41.96 63.03
2009  02  26 12.18 168.76 14.34 41.16 62.07
2009  02  27 12.19 169.16 14.11 40.49 59.4
2009  03  02 12.01 163.74 13.79 39.4 56.78
2009  03  03 12.07 162.9 13.87 39.2 56.3
2009  03  04 12.45 159.62 14.08 39.77 57.46
2009  03  05 12.13 152.97 13.34 38.16 54.43
2009  03  06 11.65 154.44 13.35 38.42 56.01
2009  03  09 11.35 145.59 13.23 37.14 56.49
2009  03  10 12.1 154.24 14.39 37.97 58.95
2009  03  11 12.66 159.11 14.94 37.89 57.54
2009  03  12 13.16 161.93 14.86 38.48 58.74
2009  03  13 13.1 162.37 14.54 39.47 58.79
2009  03  16 13.03 160.01 14.19 40.2 58.59
2009  03  17 13.61 167.84 14.76 40.33 60.44
2009  03  18 13.86 166.72 14.81 40.37 60.51
2009  03  19 13.88 165.14 14.97 38.93 59.78
2009  03  20 13.87 165.25 14.9 38.32 57.82
2009  03  23 14.7 174.47 16.01 40.13 61.7
2009  03  24 14.54 173.76 15.66 39.57 60.69
2009  03  25 14.54 172.21 15.62 40.4 61.38
2009  03  26 15.0 176.82 16.45 40.99 62.31
2009  03  27 14.59 174.02 15.83 40.83 61.22
2009  03  30 14.27 171.52 15.27 39.74 60.04
2009  03  31 14.35 174.2 16.04 39.58 59.57
2009  04  01 14.84 177.22 16.87 40.52 60.56
2009  04  02 15.39 181.43 16.85 41.54 61.46
2009  04  03 15.84 185.08 16.38 41.72 61.62
2009  04  06 16.17 184.3 16.38 41.74 61.28
2009  04  07 15.7 179.5 16.38 40.92 60.11
2009  04  08 15.88 181.18 16.76 40.74 60.33
2009  04  09 16.33 186.44 17.18 41.35 61.1
2009  04  13 16.42 189.24 17.11 40.38 59.5
2009  04  14 16.15 184.64 16.9 39.72 59.22
2009  04  15 16.06 189.94 16.45 40.98 59.61
2009  04  16 16.58 194.56 17.26 42.39 58.97
2009  04  17 16.85 196.32 16.77 43.42 58.39
2009  04  20 16.45 189.84 16.25 42.64 57.12
2009  04  21 16.63 190.93 16.57 43.18 57.94
2009  04  22 16.59 192.12 16.4 42.05 56.64
2009  04  23 17.12 192.54 16.52 41.82 57.48
2009  04  24 16.92 194.94 18.26 41.98 58.24
2009  04  27 17.03 193.17 17.82 42.37 57.85
2009  04  28 16.92 192.05 17.41 42.13 58.68
2009  04  29 17.09 195.93 17.69 42.75 59.87
2009  04  30 17.18 198.18 17.69 41.92 58.32
2009  05  01 17.37 197.04 17.68 41.97 59.5
2009  05  04 18.03 201.19 17.63 43.23 59.66
2009  05  05 18.12 201.7 17.28 42.21 59.18
2009  05  06 18.09 201.94 17.28 43.1 59.99
2009  05  07 17.62 198.5 16.87 43.53 60.3
2009  05  08 17.64 203.87 16.96 43.72 61.94
2009  05  11 17.69 204.19 16.87 42.71 60.96
2009  05  12 16.99 199.7 17.37 43.19 62.32
2009  05  13 16.32 194.96 17.25 43.21 61.4
2009  05  14 16.79 193.94 17.52 43.07 61.39
2009  05  15 16.72 195.2 17.66 42.96 60.82
2009  05  18 17.29 198.62 17.99 44.53 62.04
2009  05  19 17.4 199.64 17.85 44.89 62.06
2009  05  20 17.19 198.79 17.91 45.8 61.26
2009  05  21 16.96 198.45 17.42 44.95 60.18
2009  05  22 16.73 196.95 17.36 44.96 60.57
2009  05  26 17.86 202.38 17.88 45.6 61.43
2009  05  27 18.17 202.98 17.69 43.9 60.11
2009  05  28 18.44 205.41 17.97 44.59 60.92
2009  05  29 18.54 208.82 18.36 44.04 61.03
2009  06  01 19.03 213.49 18.81 45.24 63.15
2009  06  02 19.05 214.41 18.81 45.54 64.17
2009  06  03 19.25 216.04 19.1 45.62 63.43
2009  06  04 19.63 220.36 19.19 45.23 64.22
2009  06  05 19.75 222.38 19.46 45.09 64.22
2009  06  08 19.64 219.6 19.38 45.05 64.39
2009  06  09 19.49 218.03 19.41 44.44 64.35
2009  06  10 19.15 216.52 19.82 44.16 64.98
2009  06  11 19.11 214.71 20.07 44.1 65.17
2009  06  12 18.7 212.63 20.51 44.55 64.93
2009  06  15 18.58 208.59 20.58 43.52 64.07
2009  06  16 18.62 208.21 20.61 42.48 63.04
2009  06  17 18.51 207.79 20.81 42.4 62.85
2009  06  18 18.55 207.24 20.65 43.38 62.87
2009  06  19 19.05 210.26 21.16 42.94 62.53
2009  06  22 18.76 203.88 20.46 42.87 60.58
2009  06  23 18.3 203.04 20.51 42.86 60.68
2009  06  24 18.6 204.85 20.63 42.86 60.24
2009  06  25 19.1 208.09 20.91 43.82 61.5
2009  06  26 19.45 212.87 20.52 43.88 60.77
2009  06  29 19.39 212.28 20.97 44.28 62.11
2009  06  30 19.45 211.01 20.89 43.33 61.52
2009  07  01 19.5 209.7 21.13 44.09 62.09
2009  07  02 19.12 204.45 20.54 43.33 60.27
2009  07  06 18.93 205.01 20.39 44.23 59.93
2009  07  07 18.49 198.51 19.8 44.01 58.57
2009  07  08 18.74 201.45 19.83 44.63 58.31
2009  07  09 18.62 205.4 19.72 44.44 58.06
2009  07  10 18.91 207.41 19.68 44.27 57.31
2009  07  13 19.44 212.36 20.42 44.92 57.82
2009  07  14 19.43 212.56 20.31 45.39 58.28
2009  07  15 20.06 219.3 21.2 46.34 60.23
2009  07  16 20.14 221.52 21.48 46.81 60.25
2009  07  17 20.72 215.34 21.35 47.41 60.3
2009  07  20 20.88 215.3 21.56 47.11 60.67
2009  07  21 20.69 214.16 21.82 47.05 62.02
2009  07  22 21.4 214.06 21.8 46.89 61.59
2009  07  23 21.55 218.89 22.47 47.14 63.02
2009  07  24 21.85 223.58 20.61 47.72 63.62
2009  07  27 21.86 222.62 20.31 47.67 64.02
2009  07  28 21.85 220.15 20.63 47.61 63.27
2009  07  29 21.85 218.34 20.92 47.96 62.86
2009  07  30 22.23 223.04 20.93 48.06 62.24
2009  07  31 22.31 221.75 20.67 47.44 61.95
2009  08  03 22.73 226.33 20.94 47.53 62.17
2009  08  04 22.61 227.09 20.89 47.4 62.13
2009  08  05 22.54 225.8 20.93 46.07 61.63
2009  08  06 22.38 225.41 20.62 43.98 61.36
2009  08  07 22.6 228.78 20.71 44.47 61.14
2009  08  10 22.49 228.53 20.58 44.59 60.88
2009  08  11 22.23 227.2 20.33 44.38 60.32
2009  08  12 22.57 229.52 20.68 44.51 61.19
2009  08  13 23.0 231.37 20.76 44.7 60.87
2009  08  14 22.77 230.23 20.82 44.76 60.39
2009  08  17 21.79 222.67 20.44 44.62 58.92
2009  08  18 22.39 222.86 20.84 44.83 58.87
2009  08  19 22.48 222.21 20.9 45.12 60.21
2009  08  20 22.71 230.44 20.92 45.31 60.73
2009  08  21 23.11 232.85 21.58 45.79 61.91
2009  08  24 23.08 234.6 21.78 45.59 63.13
2009  08  25 23.13 235.92 21.78 45.64 62.58
2009  08  26 22.86 234.23 21.7 45.6 63.19
2009  08  27 23.14 233.26 21.82 45.35 62.74
2009  08  28 23.22 232.61 21.81 45.46 62.08
2009  08  31 22.97 231.07 21.79 46.24 61.23
2009  09  01 22.57 228.11 21.21 45.31 60.57
2009  09  02 22.55 226.73 21.09 45.12 60.37
2009  09  03 22.74 228.99 21.31 45.18 60.44
2009  09  04 23.26 230.88 21.76 45.18 61.25
2009  09  08 23.61 229.54 21.94 46.32 62.55
2009  09  09 23.37 232.22 21.9 45.94 62.42
2009  09  10 23.56 235.71 22.1 47.89 62.55
2009  09  11 23.51 236.31 21.97 47.55 61.96
2009  09  14 23.72 237.8 22.1 47.26 61.98
2009  09  15 23.92 239.01 22.27 47.03 61.53
2009  09  16 24.83 244.39 22.27 47.27 62.28
2009  09  17 25.2 246.11 22.36 47.46 61.84
2009  09  18 25.26 245.98 22.33 48.99 61.97
2009  09  21 25.13 248.75 22.36 48.8 61.6
2009  09  22 25.19 249.78 22.78 48.92 61.83
2009  09  23 25.33 249.48 22.72 48.93 61.09
2009  09  24 25.1 248.63 22.93 49.43 61.03
2009  09  25 24.9 246.49 22.58 49.58 60.83
2009  09  28 25.42 249.51 22.83 49.71 61.62
2009  09  29 25.31 249.51 22.76 49.49 61.15
2009  09  30 25.31 248.17 22.73 49.5 60.75
2009  10  01 24.7 243.84 21.99 48.39 59.56
2009  10  02 25.25 242.53 22.06 48.5 58.95
2009  10  05 25.4 244.5 21.78 48.44 59.84
2009  10  06 25.94 249.62 22.19 48.74 60.79
2009  10  07 25.98 259.03 22.19 48.67 60.8
2009  10  08 25.84 257.35 22.69 49.27 61.14
2009  10  09 26.01 258.38 22.58 49.19 61.33
2009  10  12 26.05 262.28 22.73 49.14 62.09
2009  10  13 25.95 263.32 22.81 48.94 62.21
2009  10  14 26.12 267.93 22.95 48.98 63.61
2009  10  15 26.02 265.22 23.61 48.92 64.58
2009  10  16 25.68 275.2 23.42 49.09 64.74
2009  10  19 25.92 276.32 23.3 49.39 65.18
2009  10  20 27.14 276.14 23.31 49.68 64.65
2009  10  21 27.98 275.83 23.49 49.51 64.91
2009  10  22 28.02 277.32 23.5 50.06 65.91
2009  10  23 27.85 277.12 24.77 49.64 65.14
2009  10  26 27.65 277.38 25.35 49.0 64.84
2009  10  27 26.95 274.42 25.27 49.24 66.33
2009  10  28 26.27 270.42 24.77 49.28 65.38
2009  10  29 26.81 275.8 24.94 51.27 65.48
2009  10  30 25.74 268.33 24.51 49.95 63.46
2009  11  02 25.85 267.26 24.64 50.76 63.88
2009  11  03 25.77 268.91 24.33 50.45 63.52
2009  11  04 26.05 270.44 24.8 50.83 63.13
2009  11  05 26.49 274.6 25.16 52.07 64.19
2009  11  06 26.54 275.83 25.21 52.56 64.26
2009  11  09 27.51 281.54 25.62 53.26 64.88
2009  11  10 27.72 283.66 25.64 53.27 64.66
2009  11  11 27.75 285.57 25.74 53.59 64.93
2009  11  12 27.58 284.21 25.95 52.79 64.03
2009  11  13 27.92 286.31 26.19 53.06 64.54
2009  11  16 28.21 288.43 26.11 53.62 66.28
2009  11  17 28.26 289.03 26.63 53.66 66.82
2009  11  18 28.12 288.61 26.73 53.74 67.03
2009  11  19 27.38 286.78 26.44 53.52 66.48
2009  11  20 27.3 285.27 26.3 53.22 66.24
2009  11  23 28.11 291.47 26.58 54.02 67.41
2009  11  24 27.92 291.84 26.55 54.08 67.66
2009  11  25 27.88 293.16 26.45 54.14 68.1
2009  11  27 27.39 290.17 25.94 53.8 66.68
2009  11  30 27.3 291.79 26.11 53.69 66.85
2009  12  01 26.9 295.23 26.64 54.17 67.72
2009  12  02 26.79 294.05 26.44 54.42 67.5
2009  12  03 26.83 293.16 26.48 53.87 66.78
2009  12  04 26.4 292.8 26.62 53.91 66.12
2009  12  07 25.8 293.42 26.45 53.8 65.7
2009  12  08 25.93 293.82 26.25 53.28 64.97
2009  12  09 27.01 294.8 26.38 53.6 64.82
2009  12  10 26.82 296.05 26.52 53.6 64.48
2009  12  11 26.58 295.55 26.5 53.68 64.86
2009  12  14 26.9 298.16 26.73 54.26 62.06
2009  12  15 26.51 296.87 26.65 53.49 61.6
2009  12  16 26.63 299.18 26.72 53.53 60.94
2009  12  17 26.2 297.27 26.28 53.04 60.75
2009  12  18 26.69 298.51 26.95 53.0 60.74
2009  12  21 27.07 299.64 27.1 52.79 61.01
2009  12  22 27.36 300.86 27.36 52.79 61.07
2009  12  23 27.6 306.15 27.45 52.8 60.79
2009  12  24 28.54 309.55 27.52 52.77 61.15
2009  12  28 28.89 311.75 27.67 52.75 61.52
2009  12  29 28.55 310.01 27.87 53.03 61.31
2009  12  30 28.9 311.68 27.49 52.85 61.24
2009  12  31 28.77 310.3 27.06 52.21 60.73
